model,strategy,file,base_task,status,ncloc,sqale_index,cognitive_complexity,complexity,code_smells,pass_val,fqs
starcoder-instruct-15B,I,BookManagementFail.py,BookManagement,Fail,21.0,5.0,7.0,8.0,1.0,0.0,0.0
starcoder-instruct-15B,I,BoyerMooreSearchFail.py,BoyerMooreSearch,Fail,21.0,6.0,5.0,10.0,3.0,0.0,0.0
starcoder-instruct-15B,I,CalculatorFail.py,Calculator,Fail,38.0,0.0,4.0,6.0,0.0,0.0,0.0
starcoder-instruct-15B,I,CalendarUtilFail.py,CalendarUtil,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
starcoder-instruct-15B,I,CamelCaseMapFail.py,CamelCaseMap,Fail,12.0,5.0,,7.0,1.0,0.0,0.0
starcoder-instruct-15B,I,ChandrasekharSieveFail.py,ChandrasekharSieve,Fail,17.0,5.0,6.0,7.0,1.0,0.0,0.0
starcoder-instruct-15B,I,ChatFail.py,Chat,Fail,27.0,0.0,9.0,10.0,0.0,0.0,0.0
starcoder-instruct-15B,I,ClassRegistrationSystemFail.py,ClassRegistrationSystem,Fail,17.0,0.0,2.0,8.0,0.0,0.0,0.0
starcoder-instruct-15B,I,ClassroomFail.py,Classroom,Fail,19.0,0.0,5.0,8.0,0.0,0.0,0.0
starcoder-instruct-15B,I,CombinationCalculatorFail.py,CombinationCalculator,Fail,23.0,16.0,3.0,9.0,5.0,0.0,0.0
starcoder-instruct-15B,I,ComplexCalculatorFail.py,ComplexCalculator,Fail,12.0,20.0,,5.0,4.0,0.0,0.0
starcoder-instruct-15B,I,CookiesUtilFail.py,CookiesUtil,Fail,21.0,0.0,1.0,4.0,0.0,0.0,0.0
starcoder-instruct-15B,I,CSVProcessorFail.py,CSVProcessor,Fail,23.0,17.0,1.0,4.0,4.0,0.0,0.0
starcoder-instruct-15B,I,CurrencyConverterFail.py,CurrencyConverter,Fail,24.0,0.0,2.0,7.0,0.0,0.0,0.0
starcoder-instruct-15B,I,DatabaseProcessorFail.py,DatabaseProcessor,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
starcoder-instruct-15B,I,DataStatistics2Fail.py,DataStatistics2,Fail,23.0,0.0,,7.0,0.0,0.0,0.0
starcoder-instruct-15B,I,DataStatistics4Fail.py,DataStatistics4,Fail,19.0,20.0,,4.0,4.0,0.0,0.0
starcoder-instruct-15B,I,DataStatisticsFail.py,DataStatistics,Fail,17.0,0.0,2.0,5.0,0.0,0.0,0.0
starcoder-instruct-15B,I,DecryptionUtilsFail.py,DecryptionUtils,Fail,42.0,5.0,23.0,14.0,1.0,0.0,0.0
starcoder-instruct-15B,I,DiscountStrategyFail.py,DiscountStrategy,Fail,17.0,30.0,2.0,8.0,6.0,0.0,0.0
starcoder-instruct-15B,I,DocFileHandlerFail.py,DocFileHandler,Fail,68.0,15.0,20.0,13.0,3.0,0.0,0.0
starcoder-instruct-15B,I,EightPuzzleFail.py,EightPuzzle,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
starcoder-instruct-15B,I,EmailClientFail.py,EmailClient,Fail,11.0,0.0,,6.0,0.0,0.0,0.0
starcoder-instruct-15B,I,EncryptionUtilsFail.py,EncryptionUtils,Fail,44.0,0.0,26.0,16.0,0.0,0.0,0.0
starcoder-instruct-15B,I,ExcelProcessorFail.py,ExcelProcessor,Fail,27.0,12.0,4.0,7.0,3.0,0.0,0.0
starcoder-instruct-15B,I,ExpressionCalculatorFail.py,ExpressionCalculator,Fail,37.0,15.0,14.0,13.0,3.0,0.0,0.0
starcoder-instruct-15B,I,FitnessTrackerSuccess.py,FitnessTracker,Success,46.0,11.0,13.0,9.0,4.0,1.0,0.9760869565217392
starcoder-instruct-15B,I,GomokuGameFail.py,GomokuGame,Fail,25.0,0.0,7.0,13.0,0.0,0.0,0.0
starcoder-instruct-15B,I,HotelSuccess.py,Hotel,Success,38.0,6.0,25.0,11.0,1.0,1.0,0.9842105263157894
starcoder-instruct-15B,I,HRManagementSystemFail.py,HRManagementSystem,Fail,19.0,0.0,3.0,9.0,0.0,0.0,0.0
starcoder-instruct-15B,I,HtmlUtilFail.py,HtmlUtil,Fail,32.0,2.0,4.0,7.0,1.0,0.0,0.0
starcoder-instruct-15B,I,ImageProcessorFail.py,ImageProcessor,Fail,17.0,0.0,3.0,9.0,0.0,0.0,0.0
starcoder-instruct-15B,I,InterpolationFail.py,Interpolation,Fail,28.0,25.0,38.0,19.0,3.0,0.0,0.0
starcoder-instruct-15B,I,IPAddressFail.py,IPAddress,Fail,8.0,0.0,,4.0,0.0,0.0,0.0
starcoder-instruct-15B,I,IpUtilFail.py,IpUtil,Fail,20.0,15.0,3.0,3.0,3.0,0.0,0.0
starcoder-instruct-15B,I,JobMarketplaceFail.py,JobMarketplace,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
starcoder-instruct-15B,I,JSONProcessorFail.py,JSONProcessor,Fail,27.0,0.0,5.0,6.0,0.0,0.0,0.0
starcoder-instruct-15B,I,KappaCalculatorFail.py,KappaCalculator,Fail,13.0,21.0,6.0,5.0,6.0,0.0,0.0
starcoder-instruct-15B,I,LemmatizationFail.py,Lemmatization,Fail,20.0,0.0,,7.0,0.0,0.0,0.0
starcoder-instruct-15B,I,LongestWordFail.py,LongestWord,Fail,16.0,5.0,6.0,6.0,1.0,0.0,0.0
starcoder-instruct-15B,I,MahjongConnectFail.py,MahjongConnect,Fail,31.0,9.0,13.0,20.0,3.0,0.0,0.0
starcoder-instruct-15B,I,ManacherFail.py,Manacher,Fail,21.0,0.0,8.0,9.0,0.0,0.0,0.0
starcoder-instruct-15B,I,MetricsCalculator2Fail.py,MetricsCalculator2,Fail,19.0,10.0,6.0,5.0,2.0,0.0,0.0
starcoder-instruct-15B,I,MetricsCalculatorFail.py,MetricsCalculator,Fail,25.0,15.0,8.0,22.0,3.0,0.0,0.0
starcoder-instruct-15B,I,MinesweeperGameFail.py,MinesweeperGame,Fail,26.0,10.0,9.0,10.0,2.0,0.0,0.0
starcoder-instruct-15B,I,MovieBookingSystemFail.py,MovieBookingSystem,Fail,33.0,0.0,14.0,11.0,0.0,0.0,0.0
starcoder-instruct-15B,I,MovieTicketDBSuccess.py,MovieTicketDB,Success,28.0,0.0,,5.0,0.0,1.0,1.0
starcoder-instruct-15B,I,MusicPlayerFail.py,MusicPlayer,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
starcoder-instruct-15B,I,NLPDataProcessor2Fail.py,NLPDataProcessor2,Fail,12.0,0.0,,3.0,0.0,0.0,0.0
starcoder-instruct-15B,I,NLPDataProcessorFail.py,NLPDataProcessor,Fail,4.0,0.0,,3.0,0.0,0.0,0.0
starcoder-instruct-15B,I,NumberConverterFail.py,NumberConverter,Fail,13.0,30.0,,6.0,6.0,0.0,0.0
starcoder-instruct-15B,I,NumberWordFormatterFail.py,NumberWordFormatter,Fail,52.0,0.0,13.0,14.0,0.0,0.0,0.0
starcoder-instruct-15B,I,NumericEntityUnescaperFail.py,NumericEntityUnescaper,Fail,7.0,10.0,1.0,4.0,2.0,0.0,0.0
starcoder-instruct-15B,I,OrderFail.py,Order,Fail,11.0,0.0,1.0,4.0,0.0,0.0,0.0
starcoder-instruct-15B,I,PageUtilFail.py,PageUtil,Fail,28.0,0.0,,4.0,0.0,0.0,0.0
starcoder-instruct-15B,I,PDFHandlerFail.py,PDFHandler,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
starcoder-instruct-15B,I,PersonRequestSuccess.py,PersonRequest,Success,17.0,26.0,5.0,10.0,7.0,1.0,0.8470588235294118
starcoder-instruct-15B,I,PushBoxGameFail.py,PushBoxGame,Fail,23.0,0.0,8.0,7.0,0.0,0.0,0.0
starcoder-instruct-15B,I,RegexUtilsFail.py,RegexUtils,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
starcoder-instruct-15B,I,RPGCharacterFail.py,RPGCharacter,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
starcoder-instruct-15B,I,ServerFail.py,Server,Fail,30.0,0.0,9.0,10.0,0.0,0.0,0.0
starcoder-instruct-15B,I,ShoppingCartFail.py,ShoppingCart,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
starcoder-instruct-15B,I,SignInSystemSuccess.py,SignInSystem,Success,28.0,0.0,9.0,13.0,0.0,1.0,1.0
starcoder-instruct-15B,I,SnakeFail.py,Snake,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
starcoder-instruct-15B,I,SplitSentenceFail.py,SplitSentence,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
starcoder-instruct-15B,I,SQLGeneratorFail.py,SQLGenerator,Fail,6.0,0.0,,4.0,0.0,0.0,0.0
starcoder-instruct-15B,I,SQLQueryBuilderFail.py,SQLQueryBuilder,Fail,2.0,5.0,,1.0,1.0,0.0,0.0
starcoder-instruct-15B,I,Statistics3Fail.py,Statistics3,Fail,41.0,30.0,9.0,12.0,6.0,0.0,0.0
starcoder-instruct-15B,I,StockPortfolioTrackerFail.py,StockPortfolioTracker,Fail,29.0,0.0,12.0,15.0,0.0,0.0,0.0
starcoder-instruct-15B,I,StudentDatabaseProcessorFail.py,StudentDatabaseProcessor,Fail,8.0,0.0,,5.0,0.0,0.0,0.0
starcoder-instruct-15B,I,TextFileProcessorFail.py,TextFileProcessor,Fail,19.0,0.0,,6.0,0.0,0.0,0.0
starcoder-instruct-15B,I,ThermostatFail.py,Thermostat,Fail,39.0,0.0,13.0,15.0,0.0,0.0,0.0
starcoder-instruct-15B,I,TicTacToeFail.py,TicTacToe,Fail,31.0,2.0,17.0,15.0,1.0,0.0,0.0
starcoder-instruct-15B,I,TimeUtilsFail.py,TimeUtils,Fail,23.0,0.0,,8.0,0.0,0.0,0.0
starcoder-instruct-15B,I,TriCalculatorFail.py,TriCalculator,Fail,31.0,10.0,3.0,9.0,2.0,0.0,0.0
starcoder-instruct-15B,I,TwentyFourPointGameFail.py,TwentyFourPointGame,Fail,19.0,5.0,2.0,6.0,1.0,0.0,0.0
starcoder-instruct-15B,I,URLHandlerFail.py,URLHandler,Fail,8.0,0.0,,6.0,0.0,0.0,0.0
starcoder-instruct-15B,I,UrlPathFail.py,UrlPath,Fail,17.0,5.0,2.0,6.0,1.0,0.0,0.0
starcoder-instruct-15B,I,UserLoginDBFail.py,UserLoginDB,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
starcoder-instruct-15B,I,VectorUtilFail.py,VectorUtil,Fail,10.0,20.0,,4.0,4.0,0.0,0.0
starcoder-instruct-15B,I,VendingMachineFail.py,VendingMachine,Fail,23.0,0.0,6.0,9.0,0.0,0.0,0.0
starcoder-instruct-15B,I,WarehouseFail.py,Warehouse,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
starcoder-instruct-15B,I,WeatherSystemFail.py,WeatherSystem,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
starcoder-instruct-15B,I,Words2NumbersFail.py,Words2Numbers,Fail,26.0,0.0,7.0,9.0,0.0,0.0,0.0
starcoder-instruct-15B,I,XMLProcessorFail.py,XMLProcessor,Fail,22.0,5.0,4.0,7.0,1.0,0.0,0.0
starcoder-instruct-15B,I,ZipFileProcessorFail.py,ZipFileProcessor,Fail,36.0,0.0,7.0,7.0,0.0,0.0,0.0
Vicuna,H,AccessGatewayFilterFail.py,AccessGatewayFilter,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,AreaCalculatorFail.py,AreaCalculator,Fail,14.0,0.0,,6.0,0.0,0.0,0.0
Vicuna,H,ArgumentParserFail.py,ArgumentParser,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,ArrangementCalculatorFail.py,ArrangementCalculator,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,AssessmentSystemSuccess.py,AssessmentSystem,Success,0.0,0.0,,0.0,0.0,1.0,1.0
Vicuna,H,AutomaticGuitarSimulatorFail.py,AutomaticGuitarSimulator,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,AvgPartitionFail.py,AvgPartition,Fail,18.0,5.0,4.0,5.0,1.0,0.0,0.0
Vicuna,H,BalancedBracketsFail.py,BalancedBrackets,Fail,15.0,0.0,4.0,6.0,0.0,0.0,0.0
Vicuna,H,BankAccountFail.py,BankAccount,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,BigNumCalculatorFail.py,BigNumCalculator,Fail,38.0,10.0,15.0,12.0,2.0,0.0,0.0
Vicuna,H,BinaryDataProcessorFail.py,BinaryDataProcessor,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,BitStatusUtilFail.py,BitStatusUtil,Fail,23.0,27.0,15.0,19.0,5.0,0.0,0.0
Vicuna,H,BlackjackGameFail.py,BlackjackGame,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,BookManagementDBFail.py,BookManagementDB,Fail,25.0,5.0,,7.0,1.0,0.0,0.0
Vicuna,H,BookManagementFail.py,BookManagement,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,BoyerMooreSearchFail.py,BoyerMooreSearch,Fail,30.0,6.0,15.0,13.0,3.0,0.0,0.0
Vicuna,H,CalculatorFail.py,Calculator,Fail,66.0,24.0,28.0,14.0,3.0,0.0,0.0
Vicuna,H,CalendarUtilFail.py,CalendarUtil,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,CamelCaseMapFail.py,CamelCaseMap,Fail,18.0,0.0,2.0,10.0,0.0,0.0,0.0
Vicuna,H,ChandrasekharSieveFail.py,ChandrasekharSieve,Fail,17.0,0.0,8.0,7.0,0.0,0.0,0.0
Vicuna,H,ChatFail.py,Chat,Fail,38.0,0.0,6.0,12.0,0.0,0.0,0.0
Vicuna,H,ClassRegistrationSystemFail.py,ClassRegistrationSystem,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,ClassroomFail.py,Classroom,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,CombinationCalculatorFail.py,CombinationCalculator,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,ComplexCalculatorFail.py,ComplexCalculator,Fail,15.0,5.0,,5.0,1.0,0.0,0.0
Vicuna,H,CookiesUtilFail.py,CookiesUtil,Fail,21.0,0.0,4.0,6.0,0.0,0.0,0.0
Vicuna,H,CSVProcessorFail.py,CSVProcessor,Fail,36.0,12.0,5.0,6.0,3.0,0.0,0.0
Vicuna,H,CurrencyConverterFail.py,CurrencyConverter,Fail,29.0,0.0,5.0,10.0,0.0,0.0,0.0
Vicuna,H,DatabaseProcessorFail.py,DatabaseProcessor,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,DataStatistics2Fail.py,DataStatistics2,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,DataStatistics4Fail.py,DataStatistics4,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,DataStatisticsFail.py,DataStatistics,Fail,8.0,0.0,,3.0,0.0,0.0,0.0
Vicuna,H,DecryptionUtilsFail.py,DecryptionUtils,Fail,40.0,5.0,19.0,13.0,1.0,0.0,0.0
Vicuna,H,DiscountStrategyFail.py,DiscountStrategy,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,DocFileHandlerFail.py,DocFileHandler,Fail,56.0,20.0,12.0,10.0,4.0,0.0,0.0
Vicuna,H,EightPuzzleFail.py,EightPuzzle,Fail,23.0,0.0,13.0,10.0,0.0,0.0,0.0
Vicuna,H,EmailClientFail.py,EmailClient,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,EncryptionUtilsFail.py,EncryptionUtils,Fail,39.0,10.0,17.0,12.0,2.0,0.0,0.0
Vicuna,H,ExcelProcessorFail.py,ExcelProcessor,Fail,9.0,7.0,,4.0,2.0,0.0,0.0
Vicuna,H,ExpressionCalculatorFail.py,ExpressionCalculator,Fail,65.0,1.0,18.0,7.0,1.0,0.0,0.0
Vicuna,H,FitnessTrackerFail.py,FitnessTracker,Fail,29.0,7.0,10.0,9.0,2.0,0.0,0.0
Vicuna,H,GomokuGameFail.py,GomokuGame,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,HotelSuccess.py,Hotel,Success,0.0,0.0,,0.0,0.0,1.0,1.0
Vicuna,H,HRManagementSystemFail.py,HRManagementSystem,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,HtmlUtilFail.py,HtmlUtil,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,ImageProcessorFail.py,ImageProcessor,Fail,22.0,0.0,1.0,7.0,0.0,0.0,0.0
Vicuna,H,InterpolationFail.py,Interpolation,Fail,11.0,5.0,,3.0,1.0,0.0,0.0
Vicuna,H,IPAddressFail.py,IPAddress,Fail,16.0,0.0,2.0,6.0,0.0,0.0,0.0
Vicuna,H,IpUtilFail.py,IpUtil,Fail,12.0,0.0,,3.0,0.0,0.0,0.0
Vicuna,H,JobMarketplaceFail.py,JobMarketplace,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,JSONProcessorFail.py,JSONProcessor,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,KappaCalculatorFail.py,KappaCalculator,Fail,8.0,6.0,,2.0,3.0,0.0,0.0
Vicuna,H,LemmatizationFail.py,Lemmatization,Fail,24.0,0.0,3.0,6.0,0.0,0.0,0.0
Vicuna,H,LongestWordFail.py,LongestWord,Fail,15.0,0.0,8.0,8.0,0.0,0.0,0.0
Vicuna,H,MahjongConnectFail.py,MahjongConnect,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,ManacherFail.py,Manacher,Fail,22.0,5.0,6.0,9.0,1.0,0.0,0.0
Vicuna,H,MetricsCalculator2Fail.py,MetricsCalculator2,Fail,15.0,5.0,4.0,5.0,1.0,0.0,0.0
Vicuna,H,MetricsCalculatorFail.py,MetricsCalculator,Fail,19.0,40.0,,6.0,8.0,0.0,0.0
Vicuna,H,MinesweeperGameFail.py,MinesweeperGame,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,MovieBookingSystemFail.py,MovieBookingSystem,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,MovieTicketDBFail.py,MovieTicketDB,Fail,10.0,0.0,,5.0,0.0,0.0,0.0
Vicuna,H,MusicPlayerFail.py,MusicPlayer,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,NLPDataProcessor2Fail.py,NLPDataProcessor2,Fail,17.0,5.0,1.0,6.0,1.0,0.0,0.0
Vicuna,H,NLPDataProcessorFail.py,NLPDataProcessor,Fail,13.0,0.0,3.0,5.0,0.0,0.0,0.0
Vicuna,H,NumberConverterFail.py,NumberConverter,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,NumberWordFormatterFail.py,NumberWordFormatter,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,NumericEntityUnescaperFail.py,NumericEntityUnescaper,Fail,14.0,5.0,5.0,7.0,1.0,0.0,0.0
Vicuna,H,OrderFail.py,Order,Fail,24.0,0.0,5.0,7.0,0.0,0.0,0.0
Vicuna,H,PageUtilFail.py,PageUtil,Fail,41.0,0.0,8.0,11.0,0.0,0.0,0.0
Vicuna,H,PDFHandlerFail.py,PDFHandler,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,PersonRequestFail.py,PersonRequest,Fail,17.0,26.0,3.0,7.0,7.0,0.0,0.0
Vicuna,H,PushBoxGameFail.py,PushBoxGame,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,RegexUtilsFail.py,RegexUtils,Fail,1.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,RPGCharacterFail.py,RPGCharacter,Fail,29.0,0.0,1.0,7.0,0.0,0.0,0.0
Vicuna,H,ServerFail.py,Server,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,ShoppingCartFail.py,ShoppingCart,Fail,17.0,0.0,4.0,8.0,0.0,0.0,0.0
Vicuna,H,SignInSystemFail.py,SignInSystem,Fail,24.0,0.0,6.0,12.0,0.0,0.0,0.0
Vicuna,H,SnakeFail.py,Snake,Fail,19.0,6.0,,5.0,3.0,0.0,0.0
Vicuna,H,SplitSentenceFail.py,SplitSentence,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,SQLGeneratorFail.py,SQLGenerator,Fail,24.0,0.0,1.0,8.0,0.0,0.0,0.0
Vicuna,H,SQLQueryBuilderFail.py,SQLQueryBuilder,Fail,9.0,0.0,,4.0,0.0,0.0,0.0
Vicuna,H,Statistics3Fail.py,Statistics3,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,StockPortfolioTrackerFail.py,StockPortfolioTracker,Fail,20.0,10.0,7.0,9.0,2.0,0.0,0.0
Vicuna,H,StudentDatabaseProcessorFail.py,StudentDatabaseProcessor,Fail,29.0,0.0,2.0,6.0,0.0,0.0,0.0
Vicuna,H,TextFileProcessorFail.py,TextFileProcessor,Fail,28.0,0.0,2.0,6.0,0.0,0.0,0.0
Vicuna,H,ThermostatFail.py,Thermostat,Fail,29.0,5.0,5.0,11.0,1.0,0.0,0.0
Vicuna,H,TicTacToeFail.py,TicTacToe,Fail,24.0,2.0,13.0,11.0,1.0,0.0,0.0
Vicuna,H,TimeUtilsFail.py,TimeUtils,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,TriCalculatorFail.py,TriCalculator,Fail,15.0,30.0,,6.0,6.0,0.0,0.0
Vicuna,H,TwentyFourPointGameFail.py,TwentyFourPointGame,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,URLHandlerFail.py,URLHandler,Fail,25.0,0.0,3.0,8.0,0.0,0.0,0.0
Vicuna,H,UrlPathFail.py,UrlPath,Fail,13.0,5.0,1.0,5.0,1.0,0.0,0.0
Vicuna,H,UserLoginDBFail.py,UserLoginDB,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,VectorUtilFail.py,VectorUtil,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,VendingMachineFail.py,VendingMachine,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,WarehouseFail.py,Warehouse,Fail,9.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,H,WeatherSystemFail.py,WeatherSystem,Fail,19.0,0.0,2.0,6.0,0.0,0.0,0.0
Vicuna,H,Words2NumbersFail.py,Words2Numbers,Fail,37.0,0.0,15.0,13.0,0.0,0.0,0.0
Vicuna,H,XMLProcessorFail.py,XMLProcessor,Fail,34.0,15.0,4.0,5.0,3.0,0.0,0.0
Vicuna,H,ZipFileProcessorFail.py,ZipFileProcessor,Fail,12.0,0.0,,5.0,0.0,0.0,0.0
Vicuna,C,AccessGatewayFilterFail.py,AccessGatewayFilter,Fail,16.0,5.0,6.0,7.0,1.0,0.0,0.0
Vicuna,C,AreaCalculatorFail.py,AreaCalculator,Fail,18.0,0.0,,6.0,0.0,0.0,0.0
Vicuna,C,ArgumentParserFail.py,ArgumentParser,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,C,ArrangementCalculatorFail.py,ArrangementCalculator,Fail,28.0,10.0,9.0,11.0,2.0,0.0,0.0
Vicuna,C,AssessmentSystemSuccess.py,AssessmentSystem,Success,37.0,0.0,16.0,16.0,0.0,1.0,1.0
Vicuna,C,AutomaticGuitarSimulatorFail.py,AutomaticGuitarSimulator,Fail,16.0,5.0,5.0,6.0,1.0,0.0,0.0
Vicuna,C,AvgPartitionFail.py,AvgPartition,Fail,16.0,5.0,2.0,4.0,1.0,0.0,0.0
Vicuna,C,BalancedBracketsFail.py,BalancedBrackets,Fail,24.0,0.0,13.0,12.0,0.0,0.0,0.0
Vicuna,C,BankAccountFail.py,BankAccount,Fail,25.0,0.0,6.0,10.0,0.0,0.0,0.0
Vicuna,C,BigNumCalculatorFail.py,BigNumCalculator,Fail,24.0,15.0,11.0,10.0,3.0,0.0,0.0
Vicuna,C,BinaryDataProcessorFail.py,BinaryDataProcessor,Fail,34.0,0.0,10.0,10.0,0.0,0.0,0.0
Vicuna,C,BitStatusUtilFail.py,BitStatusUtil,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,C,BlackjackGameFail.py,BlackjackGame,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,C,BookManagementDBFail.py,BookManagementDB,Fail,42.0,5.0,2.0,8.0,1.0,0.0,0.0
Vicuna,C,BookManagementFail.py,BookManagement,Fail,32.0,0.0,17.0,14.0,0.0,0.0,0.0
Vicuna,C,BoyerMooreSearchFail.py,BoyerMooreSearch,Fail,39.0,25.0,15.0,15.0,11.0,0.0,0.0
Vicuna,C,CalculatorFail.py,Calculator,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,C,CalendarUtilFail.py,CalendarUtil,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,C,CamelCaseMapFail.py,CamelCaseMap,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,C,ChandrasekharSieveFail.py,ChandrasekharSieve,Fail,17.0,0.0,8.0,7.0,0.0,0.0,0.0
Vicuna,C,ChatFail.py,Chat,Fail,22.0,0.0,6.0,7.0,0.0,0.0,0.0
Vicuna,C,ClassRegistrationSystemFail.py,ClassRegistrationSystem,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,C,ClassroomFail.py,Classroom,Fail,36.0,0.0,18.0,16.0,0.0,0.0,0.0
Vicuna,C,CombinationCalculatorFail.py,CombinationCalculator,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,C,ComplexCalculatorFail.py,ComplexCalculator,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,C,CookiesUtilFail.py,CookiesUtil,Fail,24.0,0.0,2.0,4.0,0.0,0.0,0.0
Vicuna,C,CSVProcessorFail.py,CSVProcessor,Fail,42.0,22.0,5.0,6.0,5.0,0.0,0.0
Vicuna,C,CurrencyConverterFail.py,CurrencyConverter,Fail,28.0,0.0,3.0,7.0,0.0,0.0,0.0
Vicuna,C,DatabaseProcessorFail.py,DatabaseProcessor,Fail,38.0,0.0,3.0,5.0,0.0,0.0,0.0
Vicuna,C,DataStatistics2Fail.py,DataStatistics2,Fail,23.0,0.0,,7.0,0.0,0.0,0.0
Vicuna,C,DataStatistics4Fail.py,DataStatistics4,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
Vicuna,C,DataStatisticsFail.py,DataStatistics,Fail,21.0,0.0,5.0,6.0,0.0,0.0,0.0
Vicuna,C,DecryptionUtilsFail.py,DecryptionUtils,Fail,28.0,0.0,12.0,11.0,0.0,0.0,0.0
Vicuna,C,DiscountStrategyFail.py,DiscountStrategy,Fail,20.0,10.0,4.0,7.0,2.0,0.0,0.0
Vicuna,C,DocFileHandlerFail.py,DocFileHandler,Fail,37.0,0.0,6.0,9.0,0.0,0.0,0.0
Vicuna,C,EightPuzzleFail.py,EightPuzzle,Fail,64.0,11.0,38.0,23.0,1.0,0.0,0.0
Vicuna,C,EmailClientFail.py,EmailClient,Fail,30.0,0.0,9.0,13.0,0.0,0.0,0.0
Vicuna,C,EncryptionUtilsFail.py,EncryptionUtils,Fail,32.0,0.0,15.0,12.0,0.0,0.0,0.0
Vicuna,C,ExcelProcessorFail.py,ExcelProcessor,Fail,36.0,12.0,9.0,9.0,3.0,0.0,0.0
Vicuna,C,ExpressionCalculatorFail.py,ExpressionCalculator,Fail,0.0,0.0,,0.0,0.0,0.0,0.0
